,Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,,Team,Start Date,End Date
2635,Mehidy Hasan Miraz,6,4,1,30,12,10.0,27,111.11,0,0,0,3,0,,Bangladesh,2019-06-01,2019-07-01
2636,Mashrafe Mortaza,6,3,1,11,6,5.5,16,68.75,0,0,0,1,0,,Bangladesh,2019-06-01,2019-07-01
2637,Mustafizur Rahman,6,2,1,0,0,0.0,3,0.0,0,0,1,0,0,,Bangladesh,2019-06-01,2019-07-01
2638,Sabbir Rahman,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,Bangladesh,2019-06-01,2019-07-01
2639,Rubel Hossain,1,,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2640,KS Williamson,7,6,2,454,148,113.5,583,77.87,2,1,0,39,3,,New Zealand,2019-06-01,2019-07-01
2641,LRPL Taylor,7,6,0,233,82,38.83,302,77.15,0,2,0,24,1,,New Zealand,2019-06-01,2019-07-01
2642,JDS Neesham,7,5,1,182,97,45.5,224,81.25,0,1,0,11,5,,New Zealand,2019-06-01,2019-07-01
2643,MJ Guptill,7,7,1,158,73,26.33,173,91.32,0,1,2,19,3,,New Zealand,2019-06-01,2019-07-01
2644,C de Grandhomme,7,5,0,155,64,31.0,138,112.31,0,2,1,14,4,,New Zealand,2019-06-01,2019-07-01
2645,C Munro,6,6,1,125,58,25.0,128,97.65,0,1,1,17,2,,New Zealand,2019-06-01,2019-07-01
2646,MJ Santner,7,5,3,46,17,23.0,54,85.18,0,0,0,2,2,,New Zealand,2019-06-01,2019-07-01
2647,TWM Latham,7,6,1,41,14,8.2,84,48.8,0,0,1,1,0,,New Zealand,2019-06-01,2019-07-01
2648,HM Nicholls,1,1,0,8,8,8.0,20,40.0,0,0,0,2,0,,New Zealand,2019-06-01,2019-07-01
2649,MJ Henry,6,2,1,6,6,6.0,8,75.0,0,0,0,1,0,,New Zealand,2019-06-01,2019-07-01
2650,IS Sodhi,1,1,0,5,5,5.0,4,125.0,0,0,0,1,0,,New Zealand,2019-06-01,2019-07-01
2651,LH Ferguson,7,2,1,4,4,4.0,6,66.66,0,0,1,1,0,,New Zealand,2019-06-01,2019-07-01
2652,TA Boult,7,1,1,2,2,,7,28.57,0,0,0,0,0,,New Zealand,2019-06-01,2019-07-01
2653,JE Root,7,7,1,425,107,70.83,461,92.19,2,2,0,34,2,,England,2019-06-01,2019-07-01
2654,JM Bairstow,7,7,0,356,111,50.85,375,94.93,1,2,1,40,10,,England,2019-06-01,2019-07-01
2655,BA Stokes,7,7,2,281,89,56.2,295,95.25,0,3,0,24,9,,England,2019-06-01,2019-07-01
2656,JJ Roy,4,3,0,227,153,75.66,185,122.7,1,1,0,23,7,,England,2019-06-01,2019-07-01
2657,JC Buttler,7,6,0,224,103,37.33,166,134.93,1,1,0,15,8,,England,2019-06-01,2019-07-01
2658,EJG Morgan,7,6,0,218,148,36.33,173,126.01,1,0,0,9,19,,England,2019-06-01,2019-07-01
2659,CR Woakes,7,7,2,115,40,23.0,120,95.83,0,0,0,8,3,,England,2019-06-01,2019-07-01
2660,MM Ali,4,4,1,72,31,24.0,58,124.13,0,0,0,3,5,,England,2019-06-01,2019-07-01
2661,JM Vince,3,3,0,40,26,13.33,51,78.43,0,0,1,5,0,,England,2019-06-01,2019-07-01
2662,AU Rashid,7,3,1,29,25,14.5,26,111.53,0,0,0,3,1,,England,2019-06-01,2019-07-01
2663,LE Plunkett,3,2,2,28,27,,13,215.38,0,0,0,4,1,,England,2019-06-01,2019-07-01
2664,MA Wood,7,3,2,11,10,11.0,12,91.66,0,0,1,2,0,,England,2019-06-01,2019-07-01
2665,JC Archer,7,4,1,5,3,1.66,17,29.41,0,0,0,0,0,,England,2019-06-01,2019-07-01
2666,DA Warner,8,8,1,516,166,73.71,596,86.57,2,3,0,49,6,,Australia,2019-06-01,2019-07-01
2667,AJ Finch,8,8,0,504,153,63.0,492,102.43,2,3,0,47,18,,Australia,2019-06-01,2019-07-01
2668,UT Khawaja,8,8,0,298,89,37.25,344,86.62,0,2,0,27,1,,Australia,2019-06-01,2019-07-01
2669,SPD Smith,8,8,0,287,73,35.87,316,90.82,0,3,0,26,2,,Australia,2019-06-01,2019-07-01
2670,AT Carey,8,7,3,244,71,61.0,221,110.4,0,2,0,31,1,,Australia,2019-06-01,2019-07-01
2671,GJ Maxwell,8,8,2,143,46,23.83,75,190.66,0,0,1,16,6,,Australia,2019-06-01,2019-07-01
2672,NM Coulter-Nile,5,3,0,98,92,32.66,72,136.11,0,1,0,8,4,,Australia,2019-06-01,2019-07-01
2673,MP Stoinis,6,5,1,65,21,16.25,77,84.41,0,0,1,10,0,,Australia,2019-06-01,2019-07-01
2674,PJ Cummins,8,6,1,36,23,7.2,43,83.72,0,0,1,2,0,,Australia,2019-06-01,2019-07-01
2675,SE Marsh,2,2,0,26,23,13.0,35,74.28,0,0,0,2,0,,Australia,2019-06-01,2019-07-01
2676,MA Starc,8,6,2,23,8,5.75,29,79.31,0,0,1,1,0,,Australia,2019-06-01,2019-07-01
2677,KW Richardson,2,1,1,1,1,,1,100.0,0,0,0,0,0,,Australia,2019-06-01,2019-07-01
2678,A Zampa,4,2,1,1,1,1.0,3,33.33,0,0,0,0,0,,Australia,2019-06-01,2019-07-01
2679,JP Behrendorff,3,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,Australia,2019-06-01,2019-07-01
2680,NM Lyon,2,1,1,0,0,,1,0.0,0,0,0,0,0,,Australia,2019-06-01,2019-07-01
2681,Najibullah Zadran,7,7,0,199,51,28.42,221,90.04,0,1,0,24,3,,Afghanistan,2019-06-01,2019-07-01
2682,Hashmatullah Shahidi,8,8,0,197,76,24.62,349,56.44,0,2,1,20,2,,Afghanistan,2019-06-01,2019-07-01
2683,Rahmat Shah,8,8,0,192,46,24.0,312,61.53,0,0,1,21,1,,Afghanistan,2019-06-01,2019-07-01
2684,Gulbadin Naib,8,8,0,189,47,23.62,237,79.74,0,0,0,19,2,,Afghanistan,2019-06-01,2019-07-01
2685,Asghar Afghan,5,5,0,114,44,22.8,145,78.62,0,0,1,7,4,,Afghanistan,2019-06-01,2019-07-01
2686,Mohammad Nabi,8,8,0,105,52,13.12,161,65.21,0,1,1,5,2,,Afghanistan,2019-06-01,2019-07-01
2687,Hazratullah Zazai,5,5,0,96,34,19.2,102,94.11,0,0,1,12,2,,Afghanistan,2019-06-01,2019-07-01
2688,Rashid Khan,8,8,0,96,35,12.0,88,109.09,0,0,1,11,3,,Afghanistan,2019-06-01,2019-07-01
2689,Samiullah Shinwari,2,2,2,68,49,,83,81.92,0,0,0,4,1,,Afghanistan,2019-06-01,2019-07-01
2690,Noor Ali Zadran,3,3,0,63,32,21.0,103,61.16,0,0,1,9,0,,Afghanistan,2019-06-01,2019-07-01
2691,Ikram Alikhil,6,6,2,56,24,14.0,153,36.6,0,0,0,2,0,,Afghanistan,2019-06-01,2019-07-01
2692,Mujeeb Ur Rahman,6,5,2,21,13,7.0,24,87.5,0,0,2,2,1,,Afghanistan,2019-06-01,2019-07-01
2693,Hamid Hassan,5,5,2,15,7,5.0,24,62.5,0,0,1,1,1,,Afghanistan,2019-06-01,2019-07-01
2694,Aftab Alam,3,3,1,14,14,7.0,12,116.66,0,0,1,3,0,,Afghanistan,2019-06-01,2019-07-01
2695,Dawlat Zadran,4,4,1,10,6,3.33,32,31.25,0,0,1,2,0,,Afghanistan,2019-06-01,2019-07-01
2696,Mohammad Shahzad,2,2,0,7,7,3.5,15,46.66,0,0,1,1,0,,Afghanistan,2019-06-01,2019-07-01
2697,F du Plessis,7,6,2,282,96,70.5,331,85.19,0,3,0,28,2,,South Africa,2019-06-01,2019-07-01
2698,HM Amla,6,6,2,190,80,47.5,290,65.51,0,2,0,15,0,,South Africa,2019-06-01,2019-07-01
2699,Q de Kock,7,7,1,185,68,30.83,226,81.85,0,1,0,21,2,,South Africa,2019-06-01,2019-07-01
2700,HE van der Dussen,7,4,1,166,67,55.33,186,89.24,0,1,0,6,5,,South Africa,2019-06-01,2019-07-01
2701,DA Miller,6,4,0,136,38,34.0,157,86.62,0,0,0,8,1,,South Africa,2019-06-01,2019-07-01
2702,AL Phehlukwayo,7,5,2,105,46,35.0,128,82.03,0,0,1,11,2,,South Africa,2019-06-01,2019-07-01
2703,AK Markram,6,4,0,95,45,23.75,137,69.34,0,0,0,9,0,,South Africa,2019-06-01,2019-07-01
2704,CH Morris,7,4,1,74,42,24.66,61,121.31,0,0,0,4,3,,South Africa,2019-06-01,2019-07-01
2705,JP Duminy,3,2,0,48,45,24.0,48,100.0,0,0,0,4,0,,South Africa,2019-06-01,2019-07-01
2706,K Rabada,7,3,2,47,31,47.0,51,92.15,0,0,0,2,1,,South Africa,2019-06-01,2019-07-01
2707,Imran Tahir,7,3,2,11,10,11.0,15,73.33,0,0,1,0,0,,South Africa,2019-06-01,2019-07-01
2708,L Ngidi,3,1,0,1,1,1.0,6,16.66,0,0,0,0,0,,South Africa,2019-06-01,2019-07-01
2709,BE Hendricks,2,,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2710,D Pretorius,1,,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2711,T Shamsi,1,,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2712,RG Sharma,3,3,0,208,104,69.33,190,109.47,2,0,0,21,7,,India,2019-07-01,2019-08-01
2713,KL Rahul,3,3,0,189,111,63.0,217,87.09,1,1,0,17,2,,India,2019-07-01,2019-08-01
2714,MS Dhoni,3,2,0,85,50,42.5,105,80.95,0,1,0,5,1,,India,2019-07-01,2019-08-01
2715,RR Pant,3,3,0,84,48,28.0,101,83.16,0,0,0,11,1,,India,2019-07-01,2019-08-01
2716,RA Jadeja,2,1,0,77,77,77.0,59,130.5,0,1,0,4,4,,India,2019-07-01,2019-08-01
2717,V Kohli,3,3,1,61,34,30.5,74,82.43,0,0,0,6,0,,India,2019-07-01,2019-08-01
2718,HH Pandya,3,3,1,39,32,19.5,68,57.35,0,0,1,3,0,,India,2019-07-01,2019-08-01
2719,KD Karthik,3,2,0,14,8,7.0,34,41.17,0,0,0,2,0,,India,2019-07-01,2019-08-01
2720,YS Chahal,2,1,0,5,5,5.0,5,100.0,0,0,0,1,0,,India,2019-07-01,2019-08-01
2721,B Kumar,3,2,0,2,2,1.0,4,50.0,0,0,1,0,0,,India,2019-07-01,2019-08-01
2722,Mohammed Shami,1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,,India,2019-07-01,2019-08-01
2723,JJ Bumrah,3,2,2,0,0,,0,,0,0,0,0,0,,India,2019-07-01,2019-08-01
2724,Kuldeep Yadav,1,,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2725,Imam-ul-Haq,1,1,0,100,100,100.0,100,100.0,1,0,0,7,0,,Pakistan,2019-07-01,2019-08-01
2726,Babar Azam,1,1,0,96,96,96.0,98,97.95,0,1,0,11,0,,Pakistan,2019-07-01,2019-08-01
2727,Imad Wasim,1,1,0,43,43,43.0,26,165.38,0,0,0,6,1,,Pakistan,2019-07-01,2019-08-01
2728,Mohammad Hafeez,1,1,0,27,27,27.0,25,108.0,0,0,0,3,0,,Pakistan,2019-07-01,2019-08-01
2729,Fakhar Zaman,1,1,0,13,13,13.0,31,41.93,0,0,0,1,0,,Pakistan,2019-07-01,2019-08-01
2730,Mohammad Amir,1,1,0,8,8,8.0,6,133.33,0,0,0,1,0,,Pakistan,2019-07-01,2019-08-01
2731,Haris Sohail,1,1,0,6,6,6.0,6,100.0,0,0,0,1,0,,Pakistan,2019-07-01,2019-08-01
2732,Sarfaraz Ahmed,1,1,1,3,3,,3,100.0,0,0,0,0,0,,Pakistan,2019-07-01,2019-08-01
2733,Wahab Riaz,1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,,Pakistan,2019-07-01,2019-08-01
2734,Shadab Khan,1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,,Pakistan,2019-07-01,2019-08-01
2735,Shaheen Shah Afridi,1,1,1,0,0,,0,,0,0,0,0,0,,Pakistan,2019-07-01,2019-08-01
2736,Mushfiqur Rahim,5,5,1,215,98,53.75,253,84.98,0,2,0,17,1,,Bangladesh,2019-07-01,2019-08-01
2737,Soumya Sarkar,5,5,0,150,69,30.0,181,82.87,0,1,0,15,1,,Bangladesh,2019-07-01,2019-08-01
2738,Shakib Al Hasan,2,2,0,130,66,65.0,151,86.09,0,2,0,12,0,,Bangladesh,2019-07-01,2019-08-01
2739,Sabbir Rahman,4,4,0,114,60,28.5,128,89.06,0,1,0,14,0,,Bangladesh,2019-07-01,2019-08-01
2740,Mehidy Hasan Miraz,4,4,1,60,43,20.0,66,90.9,0,0,0,9,0,,Bangladesh,2019-07-01,2019-08-01
2741,Litton Das,2,2,0,54,32,27.0,64,84.37,0,0,0,3,1,,Bangladesh,2019-07-01,2019-08-01
2742,Mohammad Saifuddin,2,2,1,51,51,51.0,39,130.76,0,1,1,9,0,,Bangladesh,2019-07-01,2019-08-01
2743,Tamim Iqbal,5,5,0,51,22,10.2,94,54.25,0,0,1,5,0,,Bangladesh,2019-07-01,2019-08-01
2744,Mahmudullah,4,4,0,47,29,11.75,81,58.02,0,0,0,4,0,,Bangladesh,2019-07-01,2019-08-01
2745,Mosaddek Hossain,4,4,0,44,16,11.0,71,61.97,0,0,0,2,0,,Bangladesh,2019-07-01,2019-08-01
2746,Taijul Islam,2,2,1,42,39,42.0,37,113.51,0,0,0,5,1,,Bangladesh,2019-07-01,2019-08-01
2747,Mohammad Mithun,3,3,0,26,12,8.66,55,47.27,0,0,0,2,0,,Bangladesh,2019-07-01,2019-08-01
2748,Mashrafe Mortaza,2,2,0,23,15,11.5,19,121.05,0,0,0,0,3,,Bangladesh,2019-07-01,2019-08-01
2749,Mustafizur Rahman,4,4,1,21,18,7.0,20,105.0,0,0,1,3,0,,Bangladesh,2019-07-01,2019-08-01
2750,Rubel Hossain,3,3,1,17,9,8.5,23,73.91,0,0,0,2,0,,Bangladesh,2019-07-01,2019-08-01
2751,Anamul Haque,1,1,0,14,14,14.0,24,58.33,0,0,0,2,0,,Bangladesh,2019-07-01,2019-08-01
2752,Shafiul Islam,3,2,0,3,2,1.5,14,21.42,0,0,0,0,0,,Bangladesh,2019-07-01,2019-08-01
2753,KS Williamson,3,3,0,124,67,41.33,188,65.95,0,1,0,11,0,,New Zealand,2019-07-01,2019-08-01
2754,LRPL Taylor,3,3,0,117,74,39.0,163,71.77,0,1,0,5,1,,New Zealand,2019-07-01,2019-08-01
2755,TWM Latham,3,3,0,114,57,38.0,132,86.36,0,1,0,7,1,,New Zealand,2019-07-01,2019-08-01
2756,HM Nicholls,3,3,0,83,55,27.66,129,64.34,0,1,1,6,0,,New Zealand,2019-07-01,2019-08-01
2757,JDS Neesham,3,3,0,50,19,16.66,70,71.42,0,0,0,5,0,,New Zealand,2019-07-01,2019-08-01
2758,C de Grandhomme,3,3,0,35,16,11.66,51,68.62,0,0,0,2,0,,New Zealand,2019-07-01,2019-08-01
2759,MJ Guptill,3,3,0,28,19,9.33,48,58.33,0,0,0,3,1,,New Zealand,2019-07-01,2019-08-01
2760,MJ Santner,3,3,2,26,12,26.0,45,57.77,0,0,0,2,0,,New Zealand,2019-07-01,2019-08-01
2761,MJ Henry,3,3,0,12,7,4.0,17,70.58,0,0,0,1,0,,New Zealand,2019-07-01,2019-08-01
2762,TA Boult,3,3,2,8,4,8.0,12,66.66,0,0,0,1,0,,New Zealand,2019-07-01,2019-08-01
2763,TG Southee,1,1,1,7,7,,16,43.75,0,0,0,0,0,,New Zealand,2019-07-01,2019-08-01
2764,LH Ferguson,2,,,,,,,,,,,,,,New Zealand,2019-07-01,2019-08-01
2765,JM Bairstow,3,3,0,176,106,58.66,197,89.34,1,0,0,27,1,,England,2019-07-01,2019-08-01
2766,JJ Roy,3,3,0,162,85,54.0,146,110.95,0,2,0,20,5,,England,2019-07-01,2019-08-01
2767,EJG Morgan,3,3,1,96,45,48.0,101,95.04,0,0,0,13,0,,England,2019-07-01,2019-08-01
2768,BA Stokes,3,2,1,95,84,95.0,125,76.0,0,1,0,5,2,,England,2019-07-01,2019-08-01
2769,JE Root,3,3,1,80,49,40.0,101,79.2,0,0,0,9,0,,England,2019-07-01,2019-08-01
2770,JC Buttler,3,2,0,70,59,35.0,72,97.22,0,1,0,7,0,,England,2019-07-01,2019-08-01
2771,LE Plunkett,3,2,1,25,15,25.0,22,113.63,0,0,0,2,0,,England,2019-07-01,2019-08-01
2772,AU Rashid,3,2,0,16,16,8.0,12,133.33,0,0,1,1,0,,England,2019-07-01,2019-08-01
2773,CR Woakes,3,2,0,6,4,3.0,15,40.0,0,0,0,0,0,,England,2019-07-01,2019-08-01
2774,JC Archer,3,2,1,1,1,1.0,2,50.0,0,0,1,0,0,,England,2019-07-01,2019-08-01
2775,MA Wood,3,1,0,0,0,0.0,0,,0,0,1,0,0,,England,2019-07-01,2019-08-01
2776,AT Carey,2,2,0,131,85,65.5,139,94.24,0,1,0,15,1,,Australia,2019-07-01,2019-08-01
2777,DA Warner,2,2,0,131,122,65.5,128,102.34,1,0,0,17,2,,Australia,2019-07-01,2019-08-01
2778,SPD Smith,2,2,0,92,85,46.0,125,73.6,0,1,0,7,0,,Australia,2019-07-01,2019-08-01
2779,MA Starc,2,2,0,45,29,22.5,47,95.74,0,0,0,2,2,,Australia,2019-07-01,2019-08-01
2780,GJ Maxwell,2,2,0,34,22,17.0,43,79.06,0,0,0,3,1,,Australia,2019-07-01,2019-08-01
2781,MP Stoinis,2,2,0,22,22,11.0,36,61.11,0,0,1,4,0,,Australia,2019-07-01,2019-08-01
2782,UT Khawaja,1,1,0,18,18,18.0,14,128.57,0,0,0,3,0,,Australia,2019-07-01,2019-08-01
2783,PJ Cummins,2,2,0,15,9,7.5,25,60.0,0,0,0,1,0,,Australia,2019-07-01,2019-08-01
2784,JP Behrendorff,2,2,1,12,11,12.0,10,120.0,0,0,0,0,0,,Australia,2019-07-01,2019-08-01
2785,NM Lyon,2,2,1,8,5,8.0,9,88.88,0,0,0,0,0,,Australia,2019-07-01,2019-08-01
2786,PSP Handscomb,1,1,0,4,4,4.0,12,33.33,0,0,0,0,0,,Australia,2019-07-01,2019-08-01
2787,AJ Finch,2,2,0,3,3,1.5,5,60.0,0,0,1,0,0,,Australia,2019-07-01,2019-08-01
2788,Ikram Alikhil,1,1,0,86,86,86.0,93,92.47,0,1,0,8,0,,Afghanistan,2019-07-01,2019-08-01
2789,Rahmat Shah,1,1,0,62,62,62.0,78,79.48,0,1,0,10,0,,Afghanistan,2019-07-01,2019-08-01
2790,Asghar Afghan,1,1,0,40,40,40.0,32,125.0,0,0,0,4,1,,Afghanistan,2019-07-01,2019-08-01
2791,Najibullah Zadran,1,1,0,31,31,31.0,38,81.57,0,0,0,1,1,,Afghanistan,2019-07-01,2019-08-01
2792,Sayed Shirzad,1,1,0,25,25,25.0,17,147.05,0,0,0,2,2,,Afghanistan,2019-07-01,2019-08-01
2793,Rashid Khan,1,1,0,9,9,9.0,16,56.25,0,0,0,0,1,,Afghanistan,2019-07-01,2019-08-01
2794,Mujeeb Ur Rahman,1,1,1,7,7,,5,140.0,0,0,0,1,0,,Afghanistan,2019-07-01,2019-08-01
2795,Samiullah Shinwari,1,1,0,6,6,6.0,9,66.66,0,0,0,0,0,,Afghanistan,2019-07-01,2019-08-01
2796,Gulbadin Naib,1,1,0,5,5,5.0,6,83.33,0,0,0,1,0,,Afghanistan,2019-07-01,2019-08-01
2797,Mohammad Nabi,1,1,0,2,2,2.0,6,33.33,0,0,0,0,0,,Afghanistan,2019-07-01,2019-08-01
2798,Dawlat Zadran,1,1,0,1,1,1.0,2,50.0,0,0,0,0,0,,Afghanistan,2019-07-01,2019-08-01
2799,F du Plessis,1,1,0,100,100,100.0,94,106.38,1,0,0,7,2,,South Africa,2019-07-01,2019-08-01
2800,HE van der Dussen,1,1,0,95,95,95.0,97,97.93,0,1,0,4,4,,South Africa,2019-07-01,2019-08-01
2801,Q de Kock,1,1,0,52,52,52.0,51,101.96,0,1,0,7,0,,South Africa,2019-07-01,2019-08-01
2802,AK Markram,1,1,0,34,34,34.0,37,91.89,0,0,0,6,1,,South Africa,2019-07-01,2019-08-01
2803,JP Duminy,1,1,0,14,14,14.0,13,107.69,0,0,0,1,0,,South Africa,2019-07-01,2019-08-01
2804,AL Phehlukwayo,1,1,1,4,4,,3,133.33,0,0,0,1,0,,South Africa,2019-07-01,2019-08-01
2805,D Pretorius,1,1,0,2,2,2.0,5,40.0,0,0,0,0,0,,South Africa,2019-07-01,2019-08-01
2806,Imran Tahir,1,,,,,,,,,,,,,,South Africa,2019-07-01,2019-08-01
2807,CH Morris,1,,,,,,,,,,,,,,South Africa,2019-07-01,2019-08-01
2808,K Rabada,1,,,,,,,,,,,,,,South Africa,2019-07-01,2019-08-01
2809,T Shamsi,1,,,,,,,,,,,,,,South Africa,2019-07-01,2019-08-01
2810,V Kohli,3,2,1,234,120,234.0,224,104.46,2,0,0,28,1,,India,2019-08-01,2019-09-01
2811,SS Iyer,3,2,0,136,71,68.0,109,124.77,0,2,0,8,6,,India,2019-08-01,2019-09-01
2812,S Dhawan,3,2,0,38,36,19.0,39,97.43,0,0,0,5,0,,India,2019-08-01,2019-09-01
2813,KM Jadhav,3,2,1,35,19,35.0,26,134.61,0,0,0,3,1,,India,2019-08-01,2019-09-01
2814,RG Sharma,3,2,0,28,18,14.0,40,70.0,0,0,0,4,0,,India,2019-08-01,2019-09-01
2815,RR Pant,3,2,0,20,20,10.0,36,55.55,0,0,1,2,0,,India,2019-08-01,2019-09-01
2816,RA Jadeja,3,1,1,16,16,,16,100.0,0,0,0,1,0,,India,2019-08-01,2019-09-01
2817,Mohammed Shami,3,1,1,3,3,,5,60.0,0,0,0,0,0,,India,2019-08-01,2019-09-01
2818,B Kumar,3,1,0,1,1,1.0,2,50.0,0,0,0,0,0,,India,2019-08-01,2019-09-01
2819,KK Ahmed,3,,,,,,,,,,,,,,India,2019-08-01,2019-09-01
2820,YS Chahal,1,,,,,,,,,,,,,,India,2019-08-01,2019-09-01
2821,Kuldeep Yadav,2,,,,,,,,,,,,,,India,2019-08-01,2019-09-01
2822,Babar Azam,1,1,0,115,115,115.0,105,109.52,1,0,0,8,4,,Pakistan,2019-09-01,2019-10-01
2823,Fakhar Zaman,1,1,0,54,54,54.0,65,83.07,0,1,0,6,1,,Pakistan,2019-09-01,2019-10-01
2824,Haris Sohail,1,1,0,40,40,40.0,48,83.33,0,0,0,1,0,,Pakistan,2019-09-01,2019-10-01
2825,Iftikhar Ahmed,1,1,1,32,32,,20,160.0,0,0,0,2,2,,Pakistan,2019-09-01,2019-10-01
2826,Imam-ul-Haq,1,1,0,31,31,31.0,41,75.6,0,0,0,1,0,,Pakistan,2019-09-01,2019-10-01
2827,Imad Wasim,1,1,0,12,12,12.0,8,150.0,0,0,0,2,0,,Pakistan,2019-09-01,2019-10-01
2828,Sarfaraz Ahmed,1,1,0,8,8,8.0,12,66.66,0,0,0,0,0,,Pakistan,2019-09-01,2019-10-01
2829,Wahab Riaz,1,1,0,2,2,2.0,2,100.0,0,0,0,0,0,,Pakistan,2019-09-01,2019-10-01
2830,Mohammad Amir,1,,,,,,,,,,,,,,Pakistan,2019-09-01,2019-10-01
2831,Shadab Khan,1,,,,,,,,,,,,,,Pakistan,2019-09-01,2019-10-01
2832,Usman Shinwari,1,,,,,,,,,,,,,,Pakistan,2019-09-01,2019-10-01
2833,Fakhar Zaman,1,1,0,76,76,76.0,91,83.51,0,1,0,7,1,,Pakistan,2019-10-01,2019-11-01
2834,Abid Ali,1,1,0,74,74,74.0,67,110.44,0,1,0,10,0,,Pakistan,2019-10-01,2019-11-01
2835,Haris Sohail,1,1,0,56,56,56.0,50,112.0,0,1,0,3,1,,Pakistan,2019-10-01,2019-11-01
2836,Babar Azam,1,1,0,31,31,31.0,26,119.23,0,0,0,2,0,,Pakistan,2019-10-01,2019-11-01
2837,Iftikhar Ahmed,1,1,1,28,28,,22,127.27,0,0,0,3,1,,Pakistan,2019-10-01,2019-11-01
2838,Sarfaraz Ahmed,1,1,0,23,23,23.0,33,69.69,0,0,0,1,0,,Pakistan,2019-10-01,2019-11-01
2839,Wahab Riaz,1,1,1,1,1,,1,100.0,0,0,0,0,0,,Pakistan,2019-10-01,2019-11-01
2840,Mohammad Amir,1,,,,,,,,,,,,,,Pakistan,2019-10-01,2019-11-01
2841,Mohammad Nawaz (3),1,,,,,,,,,,,,,,Pakistan,2019-10-01,2019-11-01
2842,Shadab Khan,1,,,,,,,,,,,,,,Pakistan,2019-10-01,2019-11-01
2843,Usman Shinwari,1,,,,,,,,,,,,,,Pakistan,2019-10-01,2019-11-01
2844,Asghar Afghan,3,3,0,124,86,41.33,145,85.51,0,1,0,4,7,,Afghanistan,2019-11-01,2019-12-01
2845,Rahmat Shah,3,3,0,104,61,34.66,151,68.87,0,1,0,10,2,,Afghanistan,2019-11-01,2019-12-01
2846,Ikram Alikhil,3,3,0,86,58,28.66,127,67.71,0,1,0,8,1,,Afghanistan,2019-11-01,2019-12-01
2847,Najibullah Zadran,3,3,0,86,56,28.66,101,85.14,0,1,1,11,1,,Afghanistan,2019-11-01,2019-12-01
2848,Mohammad Nabi,3,3,1,83,50,41.5,118,70.33,0,1,0,8,1,,Afghanistan,2019-11-01,2019-12-01
2849,Hazratullah Zazai,3,3,0,82,50,27.33,110,74.54,0,1,0,9,4,,Afghanistan,2019-11-01,2019-12-01
2850,Gulbadin Naib,1,1,0,17,17,17.0,16,106.25,0,0,0,3,0,,Afghanistan,2019-11-01,2019-12-01
2851,Sharafuddin Ashraf,2,1,0,13,13,13.0,16,81.25,0,0,0,1,0,,Afghanistan,2019-11-01,2019-12-01
2852,Naveen-ul-Haq,2,2,1,9,8,9.0,20,45.0,0,0,0,1,0,,Afghanistan,2019-11-01,2019-12-01
2853,Javed Ahmadi,2,2,0,5,5,2.5,17,29.41,0,0,1,1,0,,Afghanistan,2019-11-01,2019-12-01
2854,Ibrahim Zadran,1,1,0,2,2,2.0,9,22.22,0,0,0,0,0,,Afghanistan,2019-11-01,2019-12-01
2855,Rashid Khan,3,3,0,2,2,0.66,14,14.28,0,0,2,0,0,,Afghanistan,2019-11-01,2019-12-01
2856,Mujeeb Ur Rahman,3,2,1,0,0,0.0,3,0.0,0,0,1,0,0,,Afghanistan,2019-11-01,2019-12-01
2857,Yamin Ahmadzai,1,,,,,,,,,,,,,,Afghanistan,2019-11-01,2019-12-01
2858,RG Sharma,3,3,0,258,159,86.0,257,100.38,1,1,0,31,6,,India,2019-12-01,2020-01-01
